Student_ID,Age,Gender,Course_Year,Attendance_Percentage,Assignment_Submission_Rate,Quiz_Average_Score,Midterm_Score,Previous_GPA,Online_Learning_Hours,Course_Participation_Score,Forum_Activity_Count,Login_Frequency_Per_Week,Learning_Resource_Access_Count,Late_Submission_Count,Missing_Assignment_Count,Study_Plan_Adherence,Academic_Counseling_Received,Tutoring_Support_Received,Adaptive_Learning_Resource_Used,Performance_Score,Final_Academic_Score,Intervention_Recommendation,Academic_Risk_Level,Academic_Risk_Class
6306,22,Male,2,97.75,62.72,43.41,89.69,3.77,1.94,48.72,22,11,70,4,2,90.42,0,1,1,78.37,80.96,Regular Monitoring,Low Risk,0
6307,17,Male,1,80.58,59.42,80.44,31.28,1.28,10.35,59.21,36,7,21,8,7,79.47,0,0,0,23.85,29.25,Academic Counseling and Tutoring,High Risk,2
6308,19,Male,2,76.66,97.56,29.81,65.01,1.04,5.16,66.95,0,6,49,6,1,53.92,0,1,1,49.16,52.44,Adaptive Learning Resources,Medium Risk,1
6309,21,Male,2,74.88,85.64,59.83,53.91,2.56,5.74,54.19,6,9,23,3,3,35.24,0,0,0,60.19,61.86,Adaptive Learning Resources,Medium Risk,1
6310,21,Male,1,60.92,75.89,68.4,83.67,2.24,9.9,97.09,21,11,41,4,5,46.97,0,0,0,61.11,66.05,Adaptive Learning Resources,Medium Risk,1
6311,22,Male,1,89.55,35.62,47.74,13.24,2.35,6.27,80.84,2,3,51,2,0,88.47,0,1,0,66.78,67.86,Regular Monitoring,Low Risk,0
6312,24,Female,1,59.76,85.58,32.05,83.45,2.38,3.76,86.33,18,2,51,4,6,15.65,1,0,1,39.29,47.38,Academic Counseling and Tutoring,High Risk,2
6313,21,Female,3,80.52,79.98,91.13,22.21,3.69,3.06,80.21,29,3,10,9,1,42.31,1,0,1,56.81,62.57,Adaptive Learning Resources,Medium Risk,1
6314,17,Male,3,54.05,99.36,26.8,11.36,2.91,11.0,67.05,8,4,74,3,6,56.54,0,0,1,45.68,48.64,Adaptive Learning Resources,Medium Risk,1
6315,21,Female,1,44.6,30.64,40.82,63.6,2.33,11.38,22.25,34,5,53,2,4,18.41,0,1,1,45.21,48.48,Adaptive Learning Resources,Medium Risk,1
6316,19,Female,4,43.43,77.22,79.31,33.28,2.36,3.34,81.18,34,6,47,7,2,23.89,0,1,0,44.04,47.73,Adaptive Learning Resources,Medium Risk,1
6317,20,Female,2,76.25,98.33,66.45,73.83,3.53,5.13,69.02,12,12,79,3,0,75.18,0,0,1,95.09,98.49,Regular Monitoring,Low Risk,0
6318,24,Male,1,56.32,57.01,77.1,52.28,1.65,14.37,26.46,25,7,74,9,7,95.19,0,0,0,28.18,29.95,Academic Counseling and Tutoring,High Risk,2
6319,23,Male,1,52.88,78.67,83.75,64.5,1.04,14.77,29.49,44,10,10,3,6,72.33,1,1,1,46.89,54.3,Adaptive Learning Resources,Medium Risk,1
6320,21,Female,3,73.48,98.03,91.11,72.07,2.43,8.99,58.5,27,14,34,7,1,35.03,1,0,0,72.57,74.48,Regular Monitoring,Low Risk,0
6321,18,Male,1,36.67,63.8,40.89,93.42,3.88,11.48,88.23,24,3,58,4,6,40.31,1,0,0,59.53,65.14,Adaptive Learning Resources,Medium Risk,1
6322,22,Female,1,51.0,75.92,55.32,84.08,3.44,11.35,64.3,38,9,32,4,3,66.58,1,0,1,74.17,77.16,Regular Monitoring,Low Risk,0
6323,22,Female,3,57.14,21.61,73.51,54.56,2.23,6.24,93.57,2,3,75,4,3,98.8,0,0,0,55.1,62.31,Adaptive Learning Resources,Medium Risk,1
6324,22,Female,2,81.04,61.57,82.55,49.42,1.53,1.2,85.25,10,14,75,5,5,70.52,0,0,1,44.42,48.28,Adaptive Learning Resources,Medium Risk,1
6325,25,Male,3,70.43,40.46,64.11,68.92,2.71,11.24,70.46,29,3,40,4,5,22.08,0,0,0,51.31,56.46,Adaptive Learning Resources,Medium Risk,1
6326,24,Male,3,90.64,30.5,58.67,76.02,3.64,2.47,45.07,32,8,70,0,5,29.68,1,1,0,64.5,69.59,Adaptive Learning Resources,Medium Risk,1
6327,24,Male,4,56.74,76.69,73.8,25.54,3.15,4.71,88.22,33,10,54,0,4,75.61,0,0,0,70.04,71.76,Regular Monitoring,Low Risk,0
6328,17,Female,1,54.27,23.13,47.47,12.93,2.62,5.08,72.74,40,3,59,5,5,78.16,0,1,1,29.99,36.16,Academic Counseling and Tutoring,High Risk,2
6329,21,Male,1,37.16,92.39,90.96,50.92,3.2,5.56,64.22,2,7,77,1,2,21.56,0,0,0,75.9,77.47,Regular Monitoring,Low Risk,0
6330,23,Female,4,96.86,61.42,33.04,18.95,3.89,7.25,60.05,4,1,65,2,4,64.16,0,1,0,62.27,68.26,Adaptive Learning Resources,Medium Risk,1
6331,22,Male,3,67.6,71.86,90.14,34.55,2.66,7.77,37.02,30,1,28,5,1,84.73,0,0,1,62.88,66.47,Adaptive Learning Resources,Medium Risk,1
6332,21,Male,3,67.66,40.27,69.71,62.63,2.67,7.51,21.26,3,5,10,1,5,31.24,0,0,0,49.93,53.33,Adaptive Learning Resources,Medium Risk,1
6333,24,Male,1,95.02,34.58,66.06,23.63,2.44,2.86,77.32,7,13,50,5,0,74.97,1,0,0,64.07,67.92,Adaptive Learning Resources,Medium Risk,1
6334,19,Female,1,53.84,39.5,54.95,12.56,2.7,9.91,93.57,16,11,65,5,0,50.01,0,0,0,64.2,66.95,Adaptive Learning Resources,Medium Risk,1
6335,22,Female,1,56.59,38.58,28.15,59.91,2.91,11.96,34.69,21,9,78,1,1,70.75,0,0,1,74.88,77.56,Regular Monitoring,Low Risk,0
6336,21,Male,2,77.66,89.16,88.52,51.96,1.61,7.2,94.78,37,11,64,9,0,62.59,0,0,0,64.14,68.34,Adaptive Learning Resources,Medium Risk,1
6337,24,Female,1,86.04,82.99,19.47,37.57,2.7,12.66,25.75,23,12,23,1,5,94.71,0,0,0,62.03,62.29,Adaptive Learning Resources,Medium Risk,1
6338,20,Female,2,80.46,88.22,37.95,52.19,1.04,6.94,64.2,30,8,3,6,1,28.39,1,0,0,45.9,49.79,Adaptive Learning Resources,Medium Risk,1
6339,24,Female,3,86.27,78.79,24.33,71.52,3.81,8.74,29.24,24,2,40,8,5,33.04,0,1,0,44.25,46.47,Adaptive Learning Resources,Medium Risk,1
6340,18,Female,1,72.38,71.48,24.08,19.81,1.11,1.51,91.13,37,8,58,0,7,30.08,0,0,0,26.69,36.53,Academic Counseling and Tutoring,High Risk,2
6341,25,Male,1,91.08,62.23,48.19,33.01,3.87,2.63,28.26,31,10,24,7,4,74.55,1,0,1,47.04,50.28,Adaptive Learning Resources,Medium Risk,1
6342,25,Male,2,70.76,41.24,28.64,81.55,3.91,11.63,40.08,25,9,63,3,2,30.69,0,0,0,75.52,76.23,Regular Monitoring,Low Risk,0
6343,22,Female,1,49.91,76.43,64.42,70.31,2.58,4.11,84.47,35,4,14,5,3,50.29,0,1,1,52.77,56.47,Adaptive Learning Resources,Medium Risk,1
6344,20,Male,1,70.21,30.93,68.31,33.96,2.0,1.86,75.08,26,9,48,2,3,90.3,0,1,0,52.05,55.22,Adaptive Learning Resources,Medium Risk,1
6345,20,Male,1,81.34,60.88,89.98,45.83,1.55,8.74,51.05,22,4,21,9,6,38.64,0,0,1,24.26,35.26,Academic Counseling and Tutoring,High Risk,2
6346,22,Male,2,77.48,35.62,40.47,20.78,1.49,1.87,86.94,19,8,14,0,3,27.72,0,0,0,42.84,48.98,Adaptive Learning Resources,Medium Risk,1
6347,21,Female,3,50.8,60.38,41.28,32.78,1.71,10.42,70.86,26,7,56,0,0,60.32,1,0,0,70.59,72.17,Regular Monitoring,Low Risk,0
6348,22,Male,1,37.67,43.51,35.94,85.7,2.43,10.49,40.78,16,7,28,4,4,70.71,0,1,0,48.88,53.03,Adaptive Learning Resources,Medium Risk,1
6349,23,Female,3,51.41,24.28,81.45,49.64,3.23,7.07,79.22,13,14,32,3,6,57.18,0,0,1,52.64,56.24,Adaptive Learning Resources,Medium Risk,1
6350,23,Male,4,98.96,60.3,51.39,67.63,2.2,10.44,46.64,2,9,23,7,4,61.45,0,1,1,49.8,54.92,Adaptive Learning Resources,Medium Risk,1
6351,25,Female,3,46.99,34.55,61.96,24.38,3.34,12.09,85.26,39,13,33,2,7,31.39,0,1,0,49.18,50.54,Adaptive Learning Resources,Medium Risk,1
6352,24,Male,1,65.18,32.89,46.84,26.5,2.69,3.37,82.53,26,8,65,2,3,40.05,1,0,1,51.32,53.66,Adaptive Learning Resources,Medium Risk,1
6353,22,Female,2,76.49,50.75,28.33,94.68,1.06,9.92,44.68,44,11,23,1,6,71.03,0,0,0,46.61,48.28,Adaptive Learning Resources,Medium Risk,1
6354,22,Female,3,92.17,48.94,23.72,85.73,1.4,10.54,28.29,13,10,63,8,5,83.56,0,0,0,35.38,42.7,Academic Counseling and Tutoring,High Risk,2
6355,21,Female,4,84.42,89.36,88.8,81.13,2.72,3.32,85.66,27,10,48,4,4,45.67,0,0,0,68.42,70.43,Regular Monitoring,Low Risk,0
6356,17,Male,4,94.08,65.17,37.57,39.66,1.48,11.04,49.16,43,6,2,8,1,75.3,1,0,0,46.39,51.98,Adaptive Learning Resources,Medium Risk,1
6357,25,Female,2,74.28,88.37,95.04,60.65,2.82,10.93,46.03,24,4,69,6,3,31.8,0,1,0,64.98,68.39,Adaptive Learning Resources,Medium Risk,1
6358,25,Male,3,91.25,31.75,95.52,54.31,2.34,2.78,21.46,39,5,44,7,3,40.28,0,0,1,41.02,45.63,Adaptive Learning Resources,Medium Risk,1
6359,25,Male,4,52.15,48.58,55.71,96.06,3.07,5.1,78.07,10,12,39,6,7,15.55,0,0,1,39.8,44.53,Academic Counseling and Tutoring,High Risk,2
6360,24,Female,4,62.99,64.43,96.48,31.57,1.87,14.15,41.93,11,13,42,4,2,33.71,0,1,1,64.08,66.38,Adaptive Learning Resources,Medium Risk,1
6361,19,Female,2,89.85,32.25,17.42,95.25,3.46,1.53,54.87,32,4,15,1,3,79.75,0,1,0,65.06,67.62,Regular Monitoring,Low Risk,0
6362,17,Female,1,56.16,30.24,22.79,73.62,2.17,3.82,91.98,19,1,4,7,0,22.21,1,0,0,41.93,44.91,Adaptive Learning Resources,Medium Risk,1
6363,24,Female,1,91.63,72.91,35.68,47.23,3.39,8.89,30.02,33,6,66,4,5,21.63,1,0,1,52.34,56.13,Adaptive Learning Resources,Medium Risk,1
6364,23,Male,2,58.6,72.31,32.78,33.97,1.06,14.55,23.04,22,9,45,7,1,69.34,1,0,0,44.17,49.1,Adaptive Learning Resources,Medium Risk,1
6365,21,Female,3,58.62,38.73,36.47,78.16,2.18,4.23,64.84,18,7,17,4,4,57.52,1,0,0,42.11,44.12,Adaptive Learning Resources,Medium Risk,1
6366,23,Male,4,55.09,38.17,53.45,84.06,1.66,12.34,75.99,35,10,9,0,5,80.84,0,0,1,60.9,63.57,Adaptive Learning Resources,Medium Risk,1
6367,20,Female,4,70.55,79.64,20.35,42.18,2.33,5.83,62.25,43,14,66,9,0,48.23,0,1,1,51.4,56.84,Adaptive Learning Resources,Medium Risk,1
6368,25,Female,1,43.39,29.36,62.21,25.47,3.84,5.61,47.17,0,4,63,8,1,62.78,1,0,0,49.17,53.09,Adaptive Learning Resources,Medium Risk,1
6369,18,Male,3,37.38,93.86,41.3,54.3,1.48,14.94,48.91,9,14,3,4,5,94.97,0,0,0,48.95,54.25,Adaptive Learning Resources,Medium Risk,1
6370,25,Male,2,93.33,95.5,21.08,52.17,1.26,12.35,31.97,0,12,77,1,5,88.91,1,0,0,58.47,64.17,Adaptive Learning Resources,Medium Risk,1
6371,25,Male,3,95.38,89.68,79.02,75.29,1.18,4.1,44.94,4,1,79,3,2,66.13,1,0,1,62.0,65.38,Adaptive Learning Resources,Medium Risk,1
6372,21,Male,3,39.95,36.85,70.54,97.59,1.37,3.19,80.71,21,8,57,0,7,55.76,0,0,0,42.41,47.15,Adaptive Learning Resources,Medium Risk,1
6373,17,Male,1,70.73,21.34,82.44,57.82,1.19,1.72,59.93,42,12,18,3,7,19.13,1,0,0,23.61,34.35,Academic Counseling and Tutoring,High Risk,2
6374,23,Male,1,70.08,94.94,94.83,75.85,3.05,7.5,91.26,1,2,62,4,3,59.83,1,0,0,76.84,80.31,Regular Monitoring,Low Risk,0
6375,20,Female,1,59.21,47.52,64.79,41.55,1.35,5.35,33.44,8,14,8,1,4,54.84,0,1,0,44.06,47.14,Adaptive Learning Resources,Medium Risk,1
6376,25,Male,1,71.98,44.83,81.87,63.96,1.59,6.02,55.39,43,2,35,5,5,94.06,0,0,1,39.93,47.22,Academic Counseling and Tutoring,High Risk,2
6377,22,Male,4,64.78,40.93,31.93,20.38,2.94,6.76,76.13,6,7,61,3,3,49.43,0,0,1,51.37,53.88,Adaptive Learning Resources,Medium Risk,1
6378,19,Male,1,66.83,39.56,49.88,83.34,2.34,14.87,41.78,20,12,23,4,0,67.84,0,1,0,77.45,79.29,Regular Monitoring,Low Risk,0
6379,22,Male,1,84.1,78.76,60.06,40.99,1.16,0.54,41.35,6,8,23,9,3,92.75,0,1,1,27.61,39.41,Academic Counseling and Tutoring,High Risk,2
6380,22,Female,1,69.19,92.63,61.0,17.2,3.91,6.68,28.45,8,2,22,9,1,31.54,0,0,0,51.19,56.92,Adaptive Learning Resources,Medium Risk,1
6381,21,Female,4,56.04,82.88,76.06,99.15,2.8,1.44,91.43,39,2,14,4,7,46.94,0,0,0,45.43,48.74,Adaptive Learning Resources,Medium Risk,1
6382,18,Male,2,72.79,73.93,82.65,91.16,2.84,10.26,33.8,8,4,71,3,3,45.99,0,1,0,74.04,75.13,Regular Monitoring,Low Risk,0
6383,18,Female,1,76.65,43.02,71.68,27.77,3.56,1.23,97.61,11,12,45,0,3,39.1,0,1,0,70.94,74.51,Regular Monitoring,Low Risk,0
6384,23,Female,3,78.05,63.76,19.02,42.69,3.73,11.62,55.91,43,9,32,4,2,88.31,1,0,0,71.88,74.3,Regular Monitoring,Low Risk,0
6385,18,Female,2,75.19,38.96,44.85,94.3,1.17,13.08,98.54,35,9,26,3,6,72.87,0,0,0,50.73,53.83,Adaptive Learning Resources,Medium Risk,1
6386,22,Female,2,78.2,28.92,63.66,81.67,1.21,14.58,23.23,8,8,56,5,3,97.89,0,0,0,54.99,60.51,Adaptive Learning Resources,Medium Risk,1
6387,21,Male,3,55.16,29.62,58.17,91.58,3.33,2.25,65.37,9,7,30,6,2,84.61,1,0,0,58.64,64.48,Adaptive Learning Resources,Medium Risk,1
6388,20,Male,1,64.0,68.3,18.81,60.63,3.09,14.69,75.27,9,13,36,3,6,90.05,0,1,1,61.92,66.16,Adaptive Learning Resources,Medium Risk,1
6389,23,Male,4,78.47,23.08,98.35,31.88,1.65,6.48,61.31,43,8,77,2,0,18.48,0,0,0,65.13,65.78,Regular Monitoring,Low Risk,0
6390,24,Male,3,84.03,97.86,96.27,30.43,1.96,9.67,65.61,16,12,74,0,7,16.52,1,0,1,59.44,64.38,Adaptive Learning Resources,Medium Risk,1
6391,20,Female,2,63.22,99.64,80.77,57.31,2.83,0.5,63.07,37,13,78,1,6,71.24,1,0,1,61.89,64.6,Adaptive Learning Resources,Medium Risk,1
6392,17,Male,1,58.75,31.95,19.71,93.16,3.37,5.87,31.96,3,12,77,0,2,66.95,0,0,0,75.18,77.89,Regular Monitoring,Low Risk,0
6393,17,Male,4,81.53,54.18,51.57,66.84,2.81,5.62,62.55,15,7,16,8,7,17.1,0,1,0,27.16,32.52,Academic Counseling and Tutoring,High Risk,2
6394,17,Male,3,49.44,81.45,49.83,13.1,3.38,7.81,63.34,35,13,69,3,2,21.03,0,0,1,64.5,66.1,Adaptive Learning Resources,Medium Risk,1
6395,17,Female,1,35.62,96.41,62.43,60.44,1.69,2.42,48.45,26,3,50,6,6,55.54,0,0,1,24.99,33.23,Academic Counseling and Tutoring,High Risk,2
6396,21,Female,1,65.63,91.31,19.75,64.76,1.99,10.51,68.6,5,4,75,5,6,83.0,1,0,0,43.22,47.8,Adaptive Learning Resources,Medium Risk,1
6397,20,Female,2,46.27,40.38,51.01,62.34,1.3,9.14,52.95,39,2,49,0,0,76.42,0,0,0,65.75,67.94,Regular Monitoring,Low Risk,0
6398,25,Male,3,59.59,26.82,79.42,72.2,3.95,3.58,80.41,8,8,45,1,2,59.58,1,0,1,80.01,81.95,Regular Monitoring,Low Risk,0
6399,19,Female,4,53.93,43.1,99.83,36.42,3.43,14.76,23.06,31,13,39,3,6,52.99,0,1,0,59.93,63.24,Adaptive Learning Resources,Medium Risk,1
6400,23,Male,3,85.52,54.98,65.61,22.94,3.15,0.58,20.8,37,11,13,5,3,81.78,1,1,0,47.73,52.17,Adaptive Learning Resources,Medium Risk,1
6401,24,Male,2,56.54,48.8,94.95,77.5,1.58,5.37,61.91,29,8,61,4,6,41.51,0,0,1,40.95,43.96,Adaptive Learning Resources,Medium Risk,1
6402,22,Male,1,76.64,81.91,99.88,27.67,3.1,4.3,99.14,13,11,39,2,0,77.23,1,1,0,89.3,91.45,Regular Monitoring,Low Risk,0
6403,17,Female,3,78.8,40.62,51.96,20.27,3.59,8.62,55.64,44,7,65,8,7,92.86,0,0,0,34.49,39.38,Academic Counseling and Tutoring,High Risk,2
6404,24,Female,4,64.67,88.69,71.84,42.34,3.43,13.38,20.95,28,9,16,6,0,31.58,0,0,0,74.48,75.85,Regular Monitoring,Low Risk,0
6405,19,Female,2,40.27,38.05,33.12,84.95,3.26,10.04,45.37,27,11,37,5,7,50.05,0,1,1,40.01,45.1,Adaptive Learning Resources,Medium Risk,1
6406,24,Female,1,80.52,48.91,55.43,17.39,2.16,1.19,57.38,21,7,70,4,2,49.62,1,0,0,45.4,49.92,Adaptive Learning Resources,Medium Risk,1
6407,20,Male,1,39.89,55.82,21.66,27.6,3.3,13.02,92.09,30,13,69,7,2,51.93,0,0,0,57.22,58.31,Adaptive Learning Resources,Medium Risk,1
6408,24,Male,1,41.45,43.3,17.48,52.77,2.45,4.34,29.7,16,3,44,7,1,20.21,0,1,0,32.3,37.86,Academic Counseling and Tutoring,High Risk,2
6409,17,Male,3,47.74,81.31,90.9,35.89,2.21,2.1,93.95,16,8,20,9,0,76.01,0,1,0,52.73,55.26,Adaptive Learning Resources,Medium Risk,1
6410,19,Female,4,53.22,52.76,87.96,74.95,3.89,6.77,95.21,14,3,79,9,4,68.15,0,1,0,57.77,60.59,Adaptive Learning Resources,Medium Risk,1
6411,22,Female,2,90.02,90.96,41.53,70.74,1.44,13.53,71.28,31,1,39,9,3,88.66,1,0,0,48.86,53.3,Adaptive Learning Resources,Medium Risk,1
6412,25,Female,2,78.87,97.09,53.84,85.83,3.59,1.0,38.01,27,1,27,9,5,20.3,1,0,0,38.01,46.13,Academic Counseling and Tutoring,High Risk,2
6413,18,Female,2,60.17,88.78,56.96,28.35,1.97,9.57,62.94,10,4,50,4,5,60.08,1,0,0,43.62,47.81,Adaptive Learning Resources,Medium Risk,1
6414,17,Female,4,98.61,61.81,59.26,68.4,2.55,5.32,85.33,38,14,62,0,2,32.0,0,0,1,82.39,85.19,Regular Monitoring,Low Risk,0
6415,19,Female,2,50.83,60.78,26.44,79.73,2.09,9.53,48.64,16,2,67,2,6,72.72,0,0,1,44.48,49.25,Adaptive Learning Resources,Medium Risk,1
6416,20,Female,1,74.64,37.27,80.88,15.64,2.51,4.36,92.42,11,11,78,3,5,81.6,0,0,1,51.48,58.79,Adaptive Learning Resources,Medium Risk,1
6417,21,Female,1,90.07,67.38,44.56,13.31,3.46,14.52,26.95,38,10,13,0,0,55.61,0,1,0,87.66,90.07,Regular Monitoring,Low Risk,0
6418,19,Female,2,87.13,96.22,17.69,60.33,1.55,2.15,44.57,8,11,37,0,7,32.36,1,0,1,38.25,42.0,Academic Counseling and Tutoring,High Risk,2
6419,18,Female,4,40.87,26.45,72.51,62.91,3.26,2.79,99.46,24,14,68,3,0,66.9,0,1,0,77.59,79.81,Regular Monitoring,Low Risk,0
6420,18,Female,2,80.32,80.2,85.54,45.35,2.34,1.16,66.71,25,8,69,3,6,26.94,1,0,0,45.69,48.5,Adaptive Learning Resources,Medium Risk,1
6421,23,Male,2,51.76,89.56,93.04,13.25,3.8,12.03,67.23,3,1,32,6,7,46.81,0,0,0,45.62,48.1,Adaptive Learning Resources,Medium Risk,1
6422,25,Male,3,58.12,98.94,72.32,46.17,2.64,1.86,39.19,18,13,42,5,3,67.32,0,1,0,54.75,59.35,Adaptive Learning Resources,Medium Risk,1
6423,18,Male,2,66.78,46.78,31.26,67.79,1.12,4.51,88.6,12,6,29,0,0,95.21,0,0,0,67.16,69.69,Regular Monitoring,Low Risk,0
6424,23,Male,1,86.4,48.45,65.13,73.17,3.73,3.48,54.33,28,4,76,0,4,71.44,0,0,0,75.28,76.01,Regular Monitoring,Low Risk,0
6425,23,Female,4,45.8,38.38,92.5,54.35,3.77,5.63,83.48,8,8,48,5,1,68.91,1,0,0,73.39,75.58,Regular Monitoring,Low Risk,0
6426,23,Male,3,42.06,83.13,44.8,57.25,1.54,11.6,84.85,41,3,57,6,6,76.59,0,0,0,35.61,41.29,Academic Counseling and Tutoring,High Risk,2
6427,19,Male,3,44.97,31.2,96.03,70.54,3.92,14.28,33.99,39,5,30,1,3,29.43,0,1,1,78.62,80.86,Regular Monitoring,Low Risk,0
6428,23,Male,3,49.18,41.42,23.3,50.44,2.34,13.24,60.14,6,7,16,2,4,77.52,0,0,1,52.23,56.25,Adaptive Learning Resources,Medium Risk,1
6429,17,Female,4,38.87,43.62,76.88,33.72,3.74,12.7,50.72,6,1,15,1,0,35.64,0,0,0,79.03,81.9,Regular Monitoring,Low Risk,0
6430,17,Male,2,95.21,49.99,25.19,30.07,2.09,6.55,32.39,20,14,17,5,6,78.15,1,0,1,31.74,36.51,Academic Counseling and Tutoring,High Risk,2
6431,21,Male,2,55.74,53.73,82.9,77.75,1.07,12.13,29.87,8,4,29,0,0,90.86,0,0,1,76.61,78.87,Regular Monitoring,Low Risk,0
6432,18,Male,2,46.5,64.72,23.3,53.88,3.39,11.77,23.66,44,2,79,6,7,58.71,0,0,1,33.92,37.63,Academic Counseling and Tutoring,High Risk,2
6433,25,Male,2,76.46,95.87,42.69,66.17,3.66,4.09,76.16,26,4,37,9,2,15.88,0,0,0,54.5,58.6,Adaptive Learning Resources,Medium Risk,1
6434,23,Female,1,86.15,39.78,81.03,52.4,1.49,4.3,82.57,20,2,11,1,3,65.98,0,1,0,55.49,59.66,Adaptive Learning Resources,Medium Risk,1
6435,20,Male,4,83.96,82.34,54.12,83.7,2.66,7.74,57.71,4,11,48,4,1,44.3,0,0,1,77.25,80.21,Regular Monitoring,Low Risk,0
6436,20,Female,4,81.72,74.11,90.03,54.72,3.49,14.47,65.11,4,14,55,0,2,61.79,1,0,0,100.0,100.0,Regular Monitoring,Low Risk,0
6437,18,Female,2,38.28,29.28,49.15,98.92,2.38,2.06,40.96,7,2,10,9,5,50.52,1,0,1,18.48,25.1,Academic Counseling and Tutoring,High Risk,2
6438,21,Female,2,85.84,84.83,99.57,31.83,3.37,14.83,77.18,14,10,15,9,0,71.24,1,0,0,81.49,84.03,Regular Monitoring,Low Risk,0
6439,20,Male,1,67.62,27.25,16.59,22.47,2.91,2.8,66.72,12,7,65,6,1,41.83,0,1,1,42.12,48.62,Adaptive Learning Resources,Medium Risk,1
6440,17,Male,4,77.19,79.11,74.17,43.62,3.16,7.54,90.59,32,8,58,4,3,47.04,1,0,0,69.9,71.06,Regular Monitoring,Low Risk,0
6441,24,Male,2,97.17,77.26,92.85,92.68,3.76,4.91,79.69,43,12,78,4,4,18.23,1,1,0,81.11,85.02,Regular Monitoring,Low Risk,0
6442,19,Male,3,87.69,75.15,60.56,86.71,2.25,6.59,21.51,31,11,57,7,1,27.05,1,0,0,60.86,65.02,Adaptive Learning Resources,Medium Risk,1
6443,22,Female,4,88.65,42.14,99.02,32.26,3.31,14.39,84.79,35,7,52,7,2,47.44,0,0,1,71.8,73.28,Regular Monitoring,Low Risk,0
6444,20,Male,2,46.8,65.87,75.18,63.97,3.14,9.66,22.17,22,9,56,7,4,15.19,1,1,0,47.81,50.78,Adaptive Learning Resources,Medium Risk,1
6445,25,Male,4,65.97,80.93,51.51,63.0,2.32,4.81,85.11,33,8,40,2,4,16.16,0,0,1,56.11,57.12,Adaptive Learning Resources,Medium Risk,1
6446,23,Female,2,96.71,71.01,58.81,36.41,2.14,9.61,98.98,17,12,53,7,1,68.65,0,0,0,66.68,69.07,Regular Monitoring,Low Risk,0
6447,25,Female,3,72.87,84.34,89.58,31.18,3.64,7.06,58.47,11,11,64,4,6,52.96,0,0,1,59.9,63.1,Adaptive Learning Resources,Medium Risk,1
6448,19,Male,2,41.67,75.03,96.39,45.1,1.61,14.18,38.15,22,8,62,0,7,15.08,0,0,1,49.33,54.33,Adaptive Learning Resources,Medium Risk,1
6449,17,Male,2,82.57,41.96,62.25,80.98,1.96,5.62,20.77,1,6,68,3,6,36.49,0,0,0,40.6,44.44,Adaptive Learning Resources,Medium Risk,1
6450,21,Male,4,37.79,32.24,41.11,27.25,3.92,8.97,32.02,43,5,72,4,5,68.95,0,1,0,44.5,50.22,Adaptive Learning Resources,Medium Risk,1
6451,19,Female,3,83.25,70.56,35.34,50.12,1.83,12.82,60.3,26,1,29,7,1,31.91,1,0,1,50.96,52.53,Adaptive Learning Resources,Medium Risk,1
6452,22,Female,2,92.19,80.78,55.55,53.35,3.62,14.4,84.53,30,14,15,9,2,81.79,0,1,1,75.68,77.42,Regular Monitoring,Low Risk,0
6453,24,Female,1,62.64,31.39,40.19,94.52,2.11,12.09,89.72,21,2,38,1,1,38.79,0,1,1,73.73,74.46,Regular Monitoring,Low Risk,0
6454,20,Female,1,61.88,33.99,50.77,37.32,2.65,14.07,74.68,4,13,53,5,3,95.06,1,0,0,61.96,64.24,Adaptive Learning Resources,Medium Risk,1
6455,21,Male,3,54.77,20.97,85.93,11.77,2.2,7.22,26.95,16,10,23,3,6,59.18,0,1,0,31.35,35.19,Academic Counseling and Tutoring,High Risk,2
6456,21,Male,2,92.0,62.54,55.12,72.44,1.66,11.59,99.31,42,11,2,2,4,29.93,0,0,0,64.07,69.76,Adaptive Learning Resources,Medium Risk,1
6457,20,Male,4,70.61,63.38,69.47,78.02,3.07,1.87,79.77,6,1,77,8,4,24.71,1,0,1,44.24,48.42,Adaptive Learning Resources,Medium Risk,1
6458,20,Female,2,72.65,60.01,22.66,73.27,3.9,9.11,54.12,17,14,55,4,2,27.29,1,0,0,73.52,75.97,Regular Monitoring,Low Risk,0
6459,20,Female,2,78.01,45.28,79.78,73.07,3.68,0.7,85.09,1,9,47,1,1,74.77,0,0,0,86.53,90.92,Regular Monitoring,Low Risk,0
6460,20,Male,3,54.52,54.22,56.05,53.49,3.96,4.27,67.09,30,4,69,2,7,28.29,0,1,0,48.53,53.57,Adaptive Learning Resources,Medium Risk,1
6461,20,Female,2,63.13,81.3,45.68,11.68,3.07,10.15,68.22,27,3,67,8,5,94.83,0,0,0,40.46,44.56,Adaptive Learning Resources,Medium Risk,1
6462,21,Female,4,83.2,34.54,66.93,75.69,1.1,2.99,97.7,2,10,8,7,1,41.67,0,1,1,46.67,50.69,Adaptive Learning Resources,Medium Risk,1
6463,18,Male,3,99.06,36.12,23.67,94.29,2.66,3.4,84.09,8,2,72,5,7,20.45,0,0,0,35.4,43.66,Academic Counseling and Tutoring,High Risk,2
6464,18,Female,1,37.23,73.36,50.19,24.16,2.87,1.39,40.97,32,7,67,7,7,28.73,1,1,0,15.49,21.81,Academic Counseling and Tutoring,High Risk,2
